naslov,zanr 
Syphon Filter: Dark Mirror,Tactical
Syphon Filter: Dark Mirror,Modern
Syphon Filter: Dark Mirror,Modern
The Elder Scrolls III: Morrowind,Role-Playing
The Elder Scrolls III: Morrowind,First-Person
The Swapper,Action
The Swapper,Platformer
The Swapper,Platformer
The Swapper,2D
The Swapper,2D
Baba Is You,Action Adventure
Baba Is You,Puzzle
Baba Is You,Action
Baba Is You,General
Pokemon SoulSilver Version,Role-Playing
Pokemon SoulSilver Version,Console-style RPG
Pokemon SoulSilver Version,Console-style RPG
Pokemon SoulSilver Version,Trainer
Castlevania: Harmony of Dissonance,Action
Castlevania: Harmony of Dissonance,Platformer
Castlevania: Harmony of Dissonance,2D
Dragon Ball FighterZ,Action
Dragon Ball FighterZ,Fighting
Dragon Ball FighterZ,2D
The Legend of Zelda: Link's Awakening,Action Adventure
The Legend of Zelda: Link's Awakening,Open-World
Super Mega Baseball 3,Sports
Super Mega Baseball 3,Team
Super Mega Baseball 3,Baseball
Super Mega Baseball 3,Arcade
Hitman 2: Silent Assassin,Action Adventure
Hitman 2: Silent Assassin,Modern
Hitman 2: Silent Assassin,General
Hitman 2: Silent Assassin,Modern
Assassin's Creed Odyssey,Action Adventure
Assassin's Creed Odyssey,Open-World
Year Walk,Miscellaneous
Year Walk,Adventure
Year Walk,General
Year Walk,3D
Year Walk,First-Person
Year Walk,Modern
Batman: Arkham Knight,General
Batman: Arkham Knight,Fantasy
Batman: Arkham Knight,Action Adventure
Batman: Arkham Knight,Open-World
Dead or Alive 3,Action
Dead or Alive 3,Fighting
Dead or Alive 3,3D
Jak II,Action
Jak II,Platformer
Jak II,3D
Mario Kart 8 DLC Pack 1,Driving
Mario Kart 8 DLC Pack 1,Racing
Mario Kart 8 DLC Pack 1,Arcade
Mario Kart 8 DLC Pack 1,Kart
Mario Kart 8 DLC Pack 1,Automobile
Final Fantasy Tactics Advance,Strategy
Final Fantasy Tactics Advance,Turn-Based
Final Fantasy Tactics Advance,Fantasy
Kentucky Route Zero: TV Edition,Adventure
Kentucky Route Zero: TV Edition,General
NCAA Football 06,Sports
NCAA Football 06,Traditional
NCAA Football 06,Football
NCAA Football 06,Sim
Red Dead Redemption: Undead Nightmare Pack,Action Adventure
Red Dead Redemption: Undead Nightmare Pack,Historic
Red Dead Redemption: Undead Nightmare Pack,General
Red Dead Redemption: Undead Nightmare Pack,Historic
Red Dead Redemption: Undead Nightmare Pack,Open-World
Max Payne 3,Action
Max Payne 3,Shooter
Max Payne 3,Shooter
Max Payne 3,Third-Person
Max Payne 3,Modern
Max Payne 3,Modern
Max Payne 3,Arcade
Marvel's Spider-Man,Action Adventure
Marvel's Spider-Man,Open-World
Okami HD,Action Adventure
Okami HD,General
Pokemon Moon,Role-Playing
Pokemon Moon,Trainer
New Super Mario Bros. Wii,Action
New Super Mario Bros. Wii,Platformer
New Super Mario Bros. Wii,Platformer
New Super Mario Bros. Wii,2D
New Super Mario Bros. Wii,2D
Elite Beat Agents,Action
Elite Beat Agents,Miscellaneous
Elite Beat Agents,Rhythm
Elite Beat Agents,Music
Elite Beat Agents,Music
Beyond Good & Evil,Action Adventure
Beyond Good & Evil,Fantasy
Paper Mario: The Thousand-Year Door,Role-Playing
Paper Mario: The Thousand-Year Door,Console-style RPG
DJ Hero,Action
DJ Hero,Miscellaneous
DJ Hero,Rhythm
DJ Hero,Music
DJ Hero,Music
TowerFall Ascension,Action
TowerFall Ascension,General
Tomb Raider,Action Adventure
Tomb Raider,Modern
Tomb Raider,General
Tomb Raider,Modern
Tomb Raider,Linear
Hollow Knight,Action Adventure
Hollow Knight,General
Mario Kart: Double Dash!!,Driving
Mario Kart: Double Dash!!,Racing
Mario Kart: Double Dash!!,Kart
Rayman Legends,Action
Rayman Legends,Platformer
Rayman Legends,Platformer
Rayman Legends,2D
Rayman Legends,2D
Battlefield 3: Armored Kill,Action
Battlefield 3: Armored Kill,Shooter
Battlefield 3: Armored Kill,Shooter
Battlefield 3: Armored Kill,First-Person
Battlefield 3: Armored Kill,Modern
Battlefield 3: Armored Kill,Tactical
Battlefield 3: Armored Kill,Modern
Battlefield 3: Armored Kill,Arcade
World Series Baseball 2K3,Sports
World Series Baseball 2K3,Traditional
World Series Baseball 2K3,Baseball
World Series Baseball 2K3,Sim
Metal Gear Solid 2: Substance,Action Adventure
Metal Gear Solid 2: Substance,Modern
Rallisport Challenge,Driving
Rallisport Challenge,Racing
Rallisport Challenge,Rally / Offroad
NHL 2002,Sports
NHL 2002,Traditional
NHL 2002,Team
NHL 2002,Ice Hockey
NHL 2002,Sim
NHL 2002,Sim
Bangai-O,Action
Bangai-O,Shooter
Bangai-O,Scrolling
Icewind Dale,Role-Playing
Icewind Dale,PC-style RPG
Icewind Dale,General
Icewind Dale,PC-style RPG
Icewind Dale,Western-Style
Forza Motorsport 6,Driving
Forza Motorsport 6,GT / Street
Forza Motorsport 6,Racing
Forza Motorsport 6,Simulation
Forza Motorsport 6,Automobile
Donkey Kong Country Returns,Action
Donkey Kong Country Returns,Adventure
Donkey Kong Country Returns,General
Donkey Kong Country Returns,Platformer
Donkey Kong Country Returns,Platformer
Donkey Kong Country Returns,2D
Donkey Kong Country Returns,2D
Bully,Action Adventure
Bully,Modern
Call of Duty: Black Ops,Action
Call of Duty: Black Ops,Shooter
Call of Duty: Black Ops,Shooter
Call of Duty: Black Ops,First-Person
Call of Duty: Black Ops,Historic
Call of Duty: Black Ops,Historic
Call of Duty: Black Ops,Arcade
The Witness,Miscellaneous
The Witness,Puzzle
The Witness,General
The Witness,General
The Witness,Puzzle
The Witness,Puzzle
The Witness,Adventure
The Witness,3D
The Witness,First-Person
Fire Emblem Fates: Conquest,Fantasy
Fire Emblem Fates: Conquest,Strategy
Fire Emblem Fates: Conquest,Turn-Based
Fire Emblem Fates: Conquest,Tactics
TowerFall Ascension,Action
TowerFall Ascension,General
Tearaway,General
Tearaway,Adventure
Tearaway,General
Skylanders SuperChargers,Action
Skylanders SuperChargers,Platformer
Skylanders SuperChargers,3D
Rocket League,Sports
Rocket League,Team
Rocket League,Soccer
Rocket League,Arcade
Metal Gear Solid: Portable Ops,Action Adventure
Metal Gear Solid: Portable Ops,Modern
Metal Gear Solid: Portable Ops,General
Metal Gear Solid: Portable Ops,Modern
3D Sonic the Hedgehog 2,Action
3D Sonic the Hedgehog 2,Platformer
3D Sonic the Hedgehog 2,2D
Zack & Wiki: Quest for Barbaros' Treasure,Adventure
Zack & Wiki: Quest for Barbaros' Treasure,General
Zack & Wiki: Quest for Barbaros' Treasure,General
Monster Boy and the Cursed Kingdom,Action Adventure
Monster Boy and the Cursed Kingdom,General
The Walking Dead: Episode 3 - Long Road Ahead,Miscellaneous
The Walking Dead: Episode 3 - Long Road Ahead,Adventure
The Walking Dead: Episode 3 - Long Road Ahead,General
The Walking Dead: Episode 3 - Long Road Ahead,Compilation
The Walking Dead: Episode 3 - Long Road Ahead,Point-and-Click
MLB 13: The Show,Sports
MLB 13: The Show,Traditional
MLB 13: The Show,Team
MLB 13: The Show,Baseball
MLB 13: The Show,Sim
MLB 13: The Show,Sim
Brothers in Arms: Road to Hill 30,Action
Brothers in Arms: Road to Hill 30,Shooter
Brothers in Arms: Road to Hill 30,Shooter
Brothers in Arms: Road to Hill 30,First-Person
Brothers in Arms: Road to Hill 30,Historic
Brothers in Arms: Road to Hill 30,Historic
Brothers in Arms: Road to Hill 30,Arcade
MechAssault,Simulation
MechAssault,Sci-Fi
MechAssault,Mech
NFL 2K2,Sports
NFL 2K2,Traditional
NFL 2K2,Football
NFL 2K2,Sim
Kohan: Immortal Sovereigns,Strategy
Kohan: Immortal Sovereigns,Real-Time
Kohan: Immortal Sovereigns,General
Kohan: Immortal Sovereigns,General
Kohan: Immortal Sovereigns,Command
FIFA 14,Sports
FIFA 14,Traditional
FIFA 14,Team
FIFA 14,Soccer
FIFA 14,Sim
FIFA 14,Sim
Animal Crossing,Miscellaneous
Animal Crossing,Virtual Life
Hotline Miami,Action
Hotline Miami,Action Adventure
Hotline Miami,General
Hotline Miami,General
Hotline Miami,Linear
BlazBlue: Continuum Shift,Action
BlazBlue: Continuum Shift,Fighting
BlazBlue: Continuum Shift,Fighting
BlazBlue: Continuum Shift,2D
BlazBlue: Continuum Shift,2D
Fight Night Round 4,Sports
Fight Night Round 4,Traditional
Fight Night Round 4,Individual
Fight Night Round 4,Boxing
Fight Night Round 4,Boxing
Fight Night Round 4,Combat
Fight Night Round 4,Boxing / Martial Arts
Kentucky Route Zero: TV Edition,Adventure
Kentucky Route Zero: TV Edition,General
SteamWorld Heist,Strategy
SteamWorld Heist,Turn-Based
SteamWorld Heist,General
The Legend of Zelda: Spirit Tracks,Action Adventure
The Legend of Zelda: Spirit Tracks,Fantasy
The Legend of Zelda: Spirit Tracks,Fantasy
The Legend of Zelda: Spirit Tracks,Open-World
Dead Space 2,Action
Dead Space 2,Shooter
Dead Space 2,Shooter
Dead Space 2,Third-Person
Dead Space 2,Sci-Fi
Dead Space 2,Sci-Fi
Dead Space 2,Arcade
DiRT 2,Driving
DiRT 2,Racing
DiRT 2,Simulation
DiRT 2,Rally / Offroad
DiRT 2,Rally / Offroad
DiRT 2,Automobile
Raw Data,Action
Raw Data,Shooter
Raw Data,First-Person
Raw Data,Arcade
Disgaea: Afternoon of Darkness,Strategy
Disgaea: Afternoon of Darkness,Turn-Based
Disgaea: Afternoon of Darkness,Fantasy
Disgaea: Afternoon of Darkness,Fantasy
Disgaea: Afternoon of Darkness,Tactics
Pokemon HeartGold Version,Role-Playing
Pokemon HeartGold Version,Console-style RPG
Pokemon HeartGold Version,Console-style RPG
Pokemon HeartGold Version,Trainer
DOOM Eternal,Action
DOOM Eternal,Shooter
DOOM Eternal,First-Person
DOOM Eternal,Arcade
NCAA Football 07,Sports
NCAA Football 07,Traditional
NCAA Football 07,Football
NCAA Football 07,Sim
Dragon Age: Origins,Role-Playing
Dragon Age: Origins,PC-style RPG
Dragon Age: Origins,PC-style RPG
Dragon Age: Origins,Western-Style
Beyond Good & Evil,Action Adventure
Beyond Good & Evil,Fantasy
Diablo III: Reaper of Souls,Action RPG
Diablo III: Reaper of Souls,Role-Playing
Diablo III: Reaper of Souls,Action RPG
Little King's Story,Strategy
Little King's Story,Real-Time
Little King's Story,Breeding/Constructing
Little King's Story,Fantasy
Little King's Story,General
Little King's Story,Fantasy
Pro Evolution Soccer 2017,Sports
Pro Evolution Soccer 2017,Team
Pro Evolution Soccer 2017,Soccer
Pro Evolution Soccer 2017,Sim
Pro Evolution Soccer 2016,Sports
Pro Evolution Soccer 2016,Team
Pro Evolution Soccer 2016,Soccer
Pro Evolution Soccer 2016,Sim
Titanfall 2,Action
Titanfall 2,Shooter
Titanfall 2,First-Person
Titanfall 2,Arcade
Bionic Commando Rearmed,Action
Bionic Commando Rearmed,Platformer
Bionic Commando Rearmed,Platformer
Bionic Commando Rearmed,2D
Bionic Commando Rearmed,2D
Zero Escape: The Nonary Games,Miscellaneous
Zero Escape: The Nonary Games,Compilation
NASCAR 2005: Chase for the Cup,Driving
NASCAR 2005: Chase for the Cup,Racing
NASCAR 2005: Chase for the Cup,Stock Car
Metal Gear Solid 2: Substance,Action Adventure
Metal Gear Solid 2: Substance,Modern
NBA 2K3,Sports
NBA 2K3,Traditional
NBA 2K3,Basketball
NBA 2K3,Sim
Shogun: Total War Warlord Edition,Strategy
Shogun: Total War Warlord Edition,Turn-Based
Shogun: Total War Warlord Edition,Real-Time
Shogun: Total War Warlord Edition,Historic
Shogun: Total War Warlord Edition,Historic
Shogun: Total War Warlord Edition,General
Serious Sam: The First Encounter,Action
Serious Sam: The First Encounter,Shooter
Serious Sam: The First Encounter,Shooter
Serious Sam: The First Encounter,First-Person
Serious Sam: The First Encounter,Sci-Fi
Serious Sam: The First Encounter,Arcade
Grand Prix 3,Driving
Grand Prix 3,Racing
Grand Prix 3,Simulation
Grand Prix 3,Formula One
Grand Prix 3,Formula One
Grand Prix 3,Automobile
MVP Baseball 2005,Sports
MVP Baseball 2005,Traditional
MVP Baseball 2005,Baseball
MVP Baseball 2005,Sim
Rayman Origins,Action
Rayman Origins,Action Adventure
Rayman Origins,Adventure
Rayman Origins,General
Rayman Origins,Platformer
Rayman Origins,Fantasy
Rayman Origins,Platformer
Rayman Origins,2D
Rayman Origins,2D
MLB 12: The Show,Sports
MLB 12: The Show,Traditional
MLB 12: The Show,Team
MLB 12: The Show,Baseball
MLB 12: The Show,Sim
MLB 12: The Show,Sim
Pokemon Black Version,Role-Playing
Pokemon Black Version,Console-style RPG
Pokemon Black Version,Console-style RPG
Pokemon Black Version,Trainer
Wolfenstein II: The New Colossus,Action
Wolfenstein II: The New Colossus,Shooter
Wolfenstein II: The New Colossus,First-Person
Wolfenstein II: The New Colossus,Arcade
Axiom Verge,Action Adventure
Axiom Verge,General
Call of Duty: United Offensive,Action
Call of Duty: United Offensive,Shooter
Call of Duty: United Offensive,Shooter
Call of Duty: United Offensive,First-Person
Call of Duty: United Offensive,Third-Person
Call of Duty: United Offensive,Historic
Call of Duty: United Offensive,Tactical
Call of Duty: United Offensive,Historic
Call of Duty: United Offensive,Arcade
Odin Sphere Leifthrasir,Role-Playing
Odin Sphere Leifthrasir,Action RPG
Wipeout HD,Driving
Wipeout HD,Racing
Wipeout HD,Arcade
Wipeout HD,Futuristic
Wipeout HD,Futuristic
Huntdown,Action
Huntdown,General
Legends of Runeterra,Strategy
Legends of Runeterra,Turn-Based
Legends of Runeterra,Card Battle
Divinity: Original Sin,Action RPG
Divinity: Original Sin,Role-Playing
Divinity: Original Sin,Action RPG
Divinity: Original Sin,Western-Style
Unavowed,Adventure
Unavowed,General
Company of Heroes: Opposing Fronts,Strategy
Company of Heroes: Opposing Fronts,Real-Time
Company of Heroes: Opposing Fronts,Military
Company of Heroes: Opposing Fronts,General
Company of Heroes: Opposing Fronts,Military
3D Out Run,Driving
3D Out Run,Racing
3D Out Run,Arcade
3D Out Run,Automobile
Katamari Damacy REROLL,Action Adventure
Katamari Damacy REROLL,General
Destiny 2,Action
Destiny 2,Shooter
Destiny 2,First-Person
Destiny 2,Arcade
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Action
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Miscellaneous
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Rhythm
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Music
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Music
Owlboy,Action Adventure
Owlboy,General
Psychonauts,Action
Psychonauts,Platformer
Psychonauts,Platformer
Psychonauts,3D
Psychonauts,3D
DiRT 2,Driving
DiRT 2,Racing
DiRT 2,Simulation
DiRT 2,Rally / Offroad
DiRT 2,Rally / Offroad
DiRT 2,Automobile
Gears of War,Action
Gears of War,Shooter
Gears of War,Shooter
Gears of War,Third-Person
Gears of War,Sci-Fi
Gears of War,Sci-Fi
Gears of War,Arcade
Rayman Origins,Action
Rayman Origins,Action Adventure
Rayman Origins,Adventure
Rayman Origins,General
Rayman Origins,Platformer
Rayman Origins,Fantasy
Rayman Origins,Platformer
Rayman Origins,2D
Rayman Origins,2D
Sin & Punishment: Star Successor,Action
Sin & Punishment: Star Successor,General
Sin & Punishment: Star Successor,Shooter
Sin & Punishment: Star Successor,Shooter
Sin & Punishment: Star Successor,Rail
Sin & Punishment: Star Successor,Rail
Forza Horizon 3: Blizzard Mountain,Racing
Forza Horizon 3: Blizzard Mountain,Simulation
Forza Horizon 3: Blizzard Mountain,Automobile
Out of the Park Baseball 4,Sports
Out of the Park Baseball 4,Traditional
Out of the Park Baseball 4,Baseball
Out of the Park Baseball 4,Sim
Super Monkey Ball,Miscellaneous
Super Monkey Ball,Party
Velocity,Action
Velocity,Shooter
Velocity,Shooter
Velocity,Scrolling
Velocity,Scrolling
Velocity,Shoot-'Em-Up
Velocity,Vertical
F1 2019,Racing
F1 2019,Simulation
F1 2019,Automobile
Pinball FX 2: Star Wars Pinball,Action
Pinball FX 2: Star Wars Pinball,Miscellaneous
Pinball FX 2: Star Wars Pinball,Parlor
Pinball FX 2: Star Wars Pinball,Pinball
Pinball FX 2: Star Wars Pinball,Pinball
Spelunky,Action
Spelunky,Platformer
Spelunky,Platformer
Spelunky,2D
Spelunky,2D
Dark Souls II: Scholar of the First Sin,Role-Playing
Dark Souls II: Scholar of the First Sin,Action RPG
Resistance 2,Action
Resistance 2,Shooter
Resistance 2,Shooter
Resistance 2,First-Person
Resistance 2,Sci-Fi
Resistance 2,Modern
Resistance 2,Sci-Fi
Resistance 2,Arcade
INSIDE,Action
INSIDE,Platformer
INSIDE,2D
flower,Miscellaneous
flower,General
flower,General
Europa Universalis IV,Strategy
Europa Universalis IV,Real-Time
Europa Universalis IV,Historic
Europa Universalis IV,General
Europa Universalis IV,Historic
Diablo III,Role-Playing
Diablo III,Action RPG
Diablo III,Action RPG
Persona 4 Golden,Role-Playing
Persona 4 Golden,Japanese-Style
Velocity 2X,Action
Velocity 2X,General
Sonic Mania Plus,Action
Sonic Mania Plus,Platformer
Sonic Mania Plus,2D
XCOM 2,Strategy
XCOM 2,Turn-Based
XCOM 2,General
XCOM 2,Tactics
NBA 2K16,Action
NBA 2K16,General
NBA 2K16,Sports
NBA 2K16,Team
NBA 2K16,Basketball
NBA 2K16,Sim
Pikmin 3,Strategy
Pikmin 3,Real-Time
Pikmin 3,Fantasy
Pikmin 3,General
Pikmin 3,Fantasy
Sunless Skies,Action Adventure
Sunless Skies,General
Total War: WARHAMMER II,Strategy
Total War: WARHAMMER II,Real-Time
Total War: WARHAMMER II,Tactics
NHL 2004,Sports
NHL 2004,Traditional
NHL 2004,Team
NHL 2004,Ice Hockey
NHL 2004,Sim
NHL 2004,Sim
SSX Tricky,Sports
SSX Tricky,Alternative
SSX Tricky,Snowboarding
Zeus: Master of Olympus,Strategy
Zeus: Master of Olympus,General
Zeus: Master of Olympus,General
Zeus: Master of Olympus,Management
Zeus: Master of Olympus,Government
Driver,Driving
Driver,Mission-based
Fight Night Round 2,Sports
Fight Night Round 2,Traditional
Fight Night Round 2,Boxing
Dark Souls II: Crown of the Ivory King,Role-Playing
Dark Souls II: Crown of the Ivory King,Action RPG
Velocity Ultra,Action
Velocity Ultra,General
