naslov,zanr 
Game of Thrones: Episode Four - Sons of Winter,Point-and-Click
Tetrobot and Co.,Puzzle
Tetrobot and Co.,Action
DG2: Defense Grid 2,Strategy
DG2: Defense Grid 2,Real-Time
DG2: Defense Grid 2,General
DG2: Defense Grid 2,Defense
NCAA Football 14,Sports
NCAA Football 14,Traditional
NCAA Football 14,Team
NCAA Football 14,Football
NCAA Football 14,Sim
NCAA Football 14,Sim
Tiger Woods PGA Tour 13,Sports
Tiger Woods PGA Tour 13,Traditional
Tiger Woods PGA Tour 13,Individual
Tiger Woods PGA Tour 13,Golf
Tiger Woods PGA Tour 13,Sim
Tiger Woods PGA Tour 13,Sim
Pool Paradise,Miscellaneous
Pool Paradise,Parlor
Pool Paradise,Billiards
Need for Speed Underground,Driving
Need for Speed Underground,Racing
Need for Speed Underground,GT / Street
The Lord of the Rings: The Return of the King,Role-Playing
The Lord of the Rings: The Return of the King,Action RPG
Sonic Pinball Party,Miscellaneous
Sonic Pinball Party,Parlor
Sonic Pinball Party,Pinball
MLB Slugfest 20-03,Sports
MLB Slugfest 20-03,Traditional
MLB Slugfest 20-03,Baseball
MLB Slugfest 20-03,Arcade
Super Bust-A-Move,Miscellaneous
Super Bust-A-Move,Puzzle
Super Bust-A-Move,Matching
ESPN MLS ExtraTime,Sports
ESPN MLS ExtraTime,Traditional
ESPN MLS ExtraTime,Soccer
ESPN MLS ExtraTime,Sim
Insanely Twisted Shadow Planet,Action
Insanely Twisted Shadow Planet,Action Adventure
Insanely Twisted Shadow Planet,Open-World
Insanely Twisted Shadow Planet,Shooter
Insanely Twisted Shadow Planet,Shooter
Insanely Twisted Shadow Planet,Scrolling
Insanely Twisted Shadow Planet,Shoot-'Em-Up
Insanely Twisted Shadow Planet,Scrolling
Insanely Twisted Shadow Planet,Horizontal
The Disney Afternoon Collection,Miscellaneous
The Disney Afternoon Collection,Compilation
Madden NFL 07,Sports
Madden NFL 07,Traditional
Madden NFL 07,Team
Madden NFL 07,Football
Madden NFL 07,Sim
Madden NFL 07,Sim
Tropico 5,Tycoon
Tropico 5,Business / Tycoon
Tropico 5,Strategy
Tropico 5,Management
Tropico 5,Government
Worms 2: Armageddon,Strategy
Worms 2: Armageddon,Turn-Based
Worms 2: Armageddon,Wargame
Worms 2: Armageddon,Turn-Based
Worms 2: Armageddon,Fantasy
Worms 2: Armageddon,Artillery
Crysis 3,Action
Crysis 3,Shooter
Crysis 3,Shooter
Crysis 3,First-Person
Crysis 3,Sci-Fi
Crysis 3,Sci-Fi
Crysis 3,Arcade
New Super Lucky's Tale,Action
New Super Lucky's Tale,Platformer
New Super Lucky's Tale,3D
Blasters of the Universe,Action
Blasters of the Universe,Shooter
Blasters of the Universe,First-Person
Blasters of the Universe,Arcade
Toki Tori 2 +,Miscellaneous
Toki Tori 2 +,General
Toki Tori 2 +,General
Toki Tori 2 +,Puzzle
Toki Tori 2 +,Puzzle
Toki Tori 2 +,Action
Left 4 Dead: Crash Course,Action
Left 4 Dead: Crash Course,Shooter
Left 4 Dead: Crash Course,Shooter
Left 4 Dead: Crash Course,First-Person
Left 4 Dead: Crash Course,Sci-Fi
Left 4 Dead: Crash Course,Sci-Fi
Left 4 Dead: Crash Course,Arcade
Blitz: The League,Sports
Blitz: The League,Traditional
Blitz: The League,Football
Blitz: The League,Arcade
Worms W.M.D,Strategy
Worms W.M.D,Turn-Based
Worms W.M.D,Artillery
From Dust,Strategy
From Dust,Adventure
From Dust,General
From Dust,General
From Dust,General
Rugby 06,Sports
Rugby 06,Alternative
Rugby 06,Rugby
The Banner Saga,Role-Playing
The Banner Saga,General
The Banner Saga,Strategy
The Banner Saga,Turn-Based
The Banner Saga,Tactics
D4: Dark Dreams Don't Die,Action
D4: Dark Dreams Don't Die,Adventure
D4: Dark Dreams Don't Die,General
D4: Dark Dreams Don't Die,3D
D4: Dark Dreams Don't Die,Point-and-Click
D4: Dark Dreams Don't Die,Modern
D4: Dark Dreams Don't Die,Third-Person
D4: Dark Dreams Don't Die,Modern
Sniper Elite,Action
Sniper Elite,Shooter
Sniper Elite,Third-Person
Sniper Elite,Tactical
Sniper Elite,Historic
Batman: The Enemy Within - Episode 1: The Enigma,Adventure
Batman: The Enemy Within - Episode 1: The Enigma,Point-and-Click
Q.U.B.E. 2,Action
Q.U.B.E. 2,Shooter
Q.U.B.E. 2,First-Person
Q.U.B.E. 2,Arcade
Kingdom Hearts HD 2.8 Final Chapter Prologue,Miscellaneous
Kingdom Hearts HD 2.8 Final Chapter Prologue,Compilation
Kingdom Hearts HD 2.8 Final Chapter Prologue,Role-Playing
Kingdom Hearts HD 2.8 Final Chapter Prologue,Action RPG
Ys VI: The Ark of Napishtim,Action RPG
Ys VI: The Ark of Napishtim,Role-Playing
Ys VI: The Ark of Napishtim,Action RPG
War Thunder,Action
War Thunder,Simulation
War Thunder,General
War Thunder,Flight
War Thunder,Vehicle
War Thunder,Combat
Destiny,Shooter
Destiny,Sci-Fi
Destiny,Action
Destiny,Shooter
Destiny,First-Person
Destiny,Sci-Fi
Destiny,Arcade
Knytt Underground,Action
Knytt Underground,Platformer
Knytt Underground,2D
Pro Evolution Soccer 2008,Sports
Pro Evolution Soccer 2008,Traditional
Pro Evolution Soccer 2008,Team
Pro Evolution Soccer 2008,Soccer
Pro Evolution Soccer 2008,Sim
Pro Evolution Soccer 2008,Sim
WWE 2K19,Sports
WWE 2K19,Individual
WWE 2K19,Combat
WWE 2K19,Wrestling
The Last Campfire,Adventure
The Last Campfire,Puzzle
The Last Campfire,Action
The Last Campfire,General
Disgaea 1 Complete,Strategy
Disgaea 1 Complete,Turn-Based
Disgaea 1 Complete,Tactics
Batman: The Telltale Series - Episode 5: City of Light,Adventure
Batman: The Telltale Series - Episode 5: City of Light,Point-and-Click
Skullgirls: 2nd Encore,Action
Skullgirls: 2nd Encore,Fighting
Skullgirls: 2nd Encore,2D
Mechanic Master,Miscellaneous
Mechanic Master,Puzzle
Mechanic Master,Puzzle
Mechanic Master,General
Mechanic Master,Puzzle
Mechanic Master,General
Yu-Gi-Oh! World Championship 2007,Strategy
Yu-Gi-Oh! World Championship 2007,Miscellaneous
Yu-Gi-Oh! World Championship 2007,Turn-Based
Yu-Gi-Oh! World Championship 2007,Card Battle
Yu-Gi-Oh! World Championship 2007,Card Battle
Transformers: War for Cybertron,Action
Transformers: War for Cybertron,Action Adventure
Transformers: War for Cybertron,Sci-Fi
Transformers: War for Cybertron,Sci-Fi
Transformers: War for Cybertron,General
Transformers: War for Cybertron,Shooter
Transformers: War for Cybertron,Third-Person
Transformers: War for Cybertron,Arcade
LawBreakers,Sci-Fi
LawBreakers,Third-Person
LawBreakers,Arcade
LawBreakers,Action
LawBreakers,Shooter
LawBreakers,First-Person
LawBreakers,Tactical
Operation Flashpoint: Dragon Rising,Action
Operation Flashpoint: Dragon Rising,Shooter
Operation Flashpoint: Dragon Rising,Shooter
Operation Flashpoint: Dragon Rising,First-Person
Operation Flashpoint: Dragon Rising,Tactical
Operation Flashpoint: Dragon Rising,Modern
Operation Flashpoint: Dragon Rising,Modern
LEGO Harry Potter: Years 5-7,Action Adventure
LEGO Harry Potter: Years 5-7,Fantasy
LEGO Harry Potter: Years 5-7,General
LEGO Harry Potter: Years 5-7,Fantasy
One Piece: Pirate Warriors 4,Action
One Piece: Pirate Warriors 4,Beat-'Em-Up
One Piece: Pirate Warriors 4,3D
BlazBlue: Cross Tag Battle,Action
BlazBlue: Cross Tag Battle,Fighting
BlazBlue: Cross Tag Battle,2D
Renegade Ops,Action
Renegade Ops,General
Renegade Ops,General
Renegade Ops,Shooter
Renegade Ops,Shoot-'Em-Up
Renegade Ops,Top-Down
Green Day: Rock Band,Action
Green Day: Rock Band,Miscellaneous
Green Day: Rock Band,Rhythm
Green Day: Rock Band,Music
Green Day: Rock Band,Music
MotoGP 19,Racing
MotoGP 19,Simulation
MotoGP 19,Automobile
Star Renegades,Strategy
Star Renegades,Turn-Based
Star Renegades,Tactics
Pode,Adventure
Pode,3D
Pode,Third-Person
Kerbal Space Program: Making History,Simulation
Kerbal Space Program: Making History,Space
Kerbal Space Program: Making History,Combat
Dragon Quest Heroes II,Action
Dragon Quest Heroes II,Beat-'Em-Up
Dragon Quest Heroes II,3D
LEGO Indiana Jones: The Original Adventures,Action Adventure
LEGO Indiana Jones: The Original Adventures,Adventure
LEGO Indiana Jones: The Original Adventures,General
LEGO Indiana Jones: The Original Adventures,General
Trainz Railroad Simulator 2004,Simulation
Trainz Railroad Simulator 2004,Train
Trevor Chan's Restaurant Empire,Strategy
Trevor Chan's Restaurant Empire,Tycoon
Trevor Chan's Restaurant Empire,Management
Trevor Chan's Restaurant Empire,Business / Tycoon
MLB Slugfest 20-04,Sports
MLB Slugfest 20-04,Traditional
MLB Slugfest 20-04,Baseball
MLB Slugfest 20-04,Arcade
Tom Clancy's Rainbow Six: Rogue Spear,Action
Tom Clancy's Rainbow Six: Rogue Spear,Shooter
Tom Clancy's Rainbow Six: Rogue Spear,Third-Person
Tom Clancy's Rainbow Six: Rogue Spear,Tactical
Tom Clancy's Rainbow Six: Rogue Spear,Modern
NBA Inside Drive 2002,Sports
NBA Inside Drive 2002,Traditional
NBA Inside Drive 2002,Basketball
NBA Inside Drive 2002,Sim
TransWorld Surf,Sports
TransWorld Surf,Alternative
TransWorld Surf,Surfing
Patrician II: Quest for Power,Strategy
Patrician II: Quest for Power,Real-Time
Patrician II: Quest for Power,Historic
Patrician II: Quest for Power,General
MX 2002 Featuring Ricky Carmichael,Driving
MX 2002 Featuring Ricky Carmichael,Racing
MX 2002 Featuring Ricky Carmichael,Motorcycle
MX 2002 Featuring Ricky Carmichael,Motocross
Tony Hawk's American Wasteland,Sports
Tony Hawk's American Wasteland,Alternative
Tony Hawk's American Wasteland,Skateboarding
Puyo Pop Fever,Miscellaneous
Puyo Pop Fever,Puzzle
Puyo Pop Fever,Puzzle
Puyo Pop Fever,Puzzle
Puyo Pop Fever,Matching
Puyo Pop Fever,Matching
Tacoma,Adventure
Tacoma,General
Rayman Raving Rabbids,Action
Rayman Raving Rabbids,Miscellaneous
Rayman Raving Rabbids,Party
Rayman Raving Rabbids,Platformer
Rayman Raving Rabbids,Party / Minigame
Rayman Raving Rabbids,3D
Gatling Gears,Action
Gatling Gears,Strategy
Gatling Gears,Shooter
Gatling Gears,General
Gatling Gears,Shooter
Gatling Gears,Scrolling
Gatling Gears,Scrolling
Gatling Gears,Shoot-'Em-Up
Gatling Gears,Vertical
Guwange,Action
Guwange,Shooter
Guwange,Shooter
Guwange,Scrolling
Guwange,Scrolling
Guwange,Shoot-'Em-Up
Guwange,Vertical
Singularity,Action
Singularity,Shooter
Singularity,Shooter
Singularity,First-Person
Singularity,Sci-Fi
Singularity,Sci-Fi
Singularity,Arcade
MotoGP 20,Racing
MotoGP 20,Simulation
MotoGP 20,Arcade
MotoGP 20,Automobile
Battlestations: Midway,Strategy
Battlestations: Midway,Real-Time
Battlestations: Midway,Historic
Battlestations: Midway,General
Battlestations: Midway,Historic
Trials of Mana,Role-Playing
Trials of Mana,Action RPG
Pacer,Driving
Pacer,Racing
Pacer,Arcade
Pacer,Futuristic
The Council - Episode 2: Hide and Seek,Adventure
The Council - Episode 2: Hide and Seek,General
Nihilumbra,Action
Nihilumbra,Adventure
Nihilumbra,General
Nihilumbra,Platformer
Nihilumbra,2D
Mortal Kombat X,Action
Mortal Kombat X,Fighting
Mortal Kombat X,2D
Mortal Kombat X,3D
Strider,Action Adventure
Strider,Fantasy
Strider,General
Strider,Fantasy
SteamWorld Dig,Action
SteamWorld Dig,Action Adventure
SteamWorld Dig,Platformer
SteamWorld Dig,General
SteamWorld Dig,Platformer
SteamWorld Dig,2D
SteamWorld Dig,2D
FlatOut 2,Driving
FlatOut 2,Racing
FlatOut 2,Demolition Derby
FlatOut 2,Arcade
FlatOut 2,Demolition Derby
FlatOut 2,Automobile
Persona 4: Dancing All Night,Miscellaneous
Persona 4: Dancing All Night,Action
Persona 4: Dancing All Night,Rhythm
Persona 4: Dancing All Night,Music
Q.U.B.E. Director's Cut,Puzzle
Q.U.B.E. Director's Cut,Logic
NCAA Football 13,Sports
NCAA Football 13,Traditional
NCAA Football 13,Team
NCAA Football 13,Football
NCAA Football 13,Sim
NCAA Football 13,Sim
Spec Ops: The Line,Action
Spec Ops: The Line,Shooter
Spec Ops: The Line,Shooter
Spec Ops: The Line,Third-Person
Spec Ops: The Line,Tactical
Spec Ops: The Line,Modern
Spec Ops: The Line,Modern
The Long Dark,Action Adventure
The Long Dark,Survival
The LEGO NINJAGO Movie Video Game,Action Adventure
The LEGO NINJAGO Movie Video Game,General
The LEGO NINJAGO Movie Video Game,Linear
The Bridge,Miscellaneous
The Bridge,Puzzle
The Bridge,General
The Bridge,Puzzle
The Bridge,Logic
The Bridge,General
Madden NFL 08,Sports
Madden NFL 08,Traditional
Madden NFL 08,Team
Madden NFL 08,Football
Madden NFL 08,Sim
Madden NFL 08,Sim
Tom Clancy's Ghost Recon Advanced Warfighter 2,Action
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter
Tom Clancy's Ghost Recon Advanced Warfighter 2,First-Person
Tom Clancy's Ghost Recon Advanced Warfighter 2,Tactical
Tom Clancy's Ghost Recon Advanced Warfighter 2,Modern
Tom Clancy's Ghost Recon Advanced Warfighter 2,Modern
Torment: Tides of Numenera,General
Torment: Tides of Numenera,Role-Playing
Torment: Tides of Numenera,Western-Style
Forza Horizon: Rally Expansion Pack,Driving
Forza Horizon: Rally Expansion Pack,Racing
Forza Horizon: Rally Expansion Pack,Simulation
Forza Horizon: Rally Expansion Pack,GT / Street
Forza Horizon: Rally Expansion Pack,GT / Street
Forza Horizon: Rally Expansion Pack,Automobile
Call of Duty 2: Big Red One,Action
Call of Duty 2: Big Red One,Shooter
Call of Duty 2: Big Red One,First-Person
Call of Duty 2: Big Red One,Historic
Karaoke Revolution Volume 2,Miscellaneous
Karaoke Revolution Volume 2,Rhythm
Karaoke Revolution Volume 2,Music
Cosmic Star Heroine,Console-style RPG
Cosmic Star Heroine,Console-style RPG
Cosmic Star Heroine,Role-Playing
Cosmic Star Heroine,Japanese-Style
Polaris Sector,Strategy
Polaris Sector,Turn-Based
Polaris Sector,4X
The Aquatic Adventure of the Last Human,Action Adventure
The Aquatic Adventure of the Last Human,General
The Aquatic Adventure of the Last Human,Open-World
Dishonored: Definitive Edition,Action Adventure
Dishonored: Definitive Edition,General
Apotheon,Action
Apotheon,Beat-'Em-Up
Apotheon,2D
Heroes of Newerth,Strategy
Heroes of Newerth,Real-Time
Heroes of Newerth,Fantasy
Heroes of Newerth,MOBA
Heroes of Newerth,MOBA
R.U.S.E.,Strategy
R.U.S.E.,Real-Time
R.U.S.E.,Historic
R.U.S.E.,General
R.U.S.E.,Historic
PGA Tour 2K21,Sports
PGA Tour 2K21,Individual
PGA Tour 2K21,Golf
PGA Tour 2K21,Sim
Toki Tori 2,Miscellaneous
Toki Tori 2,Puzzle
Toki Tori 2,Action
Toki Tori 2,General
Toki Tori 2,Puzzle
Toki Tori 2,General
Frozen Synapse 2,Strategy
Frozen Synapse 2,Real-Time
Frozen Synapse 2,Tactics
Quantum Conundrum,Miscellaneous
Quantum Conundrum,Puzzle
Quantum Conundrum,General
Quantum Conundrum,Puzzle
Quantum Conundrum,General
Wizard of Legend,Role-Playing
Wizard of Legend,Action RPG
Dokuro,Action
Dokuro,Platformer
Dokuro,2D
Heroes of the Pacific,Simulation
Heroes of the Pacific,Flight
Heroes of the Pacific,WWII
Secret World Legends,Role-Playing
Secret World Legends,Action Adventure
Secret World Legends,General
Secret World Legends,Massively Multiplayer
NCAA March Madness 06,Sports
NCAA March Madness 06,Traditional
NCAA March Madness 06,Basketball
NCAA March Madness 06,Sim
Total War: WARHAMMER - Realm of the Wood Elves,Strategy
Total War: WARHAMMER - Realm of the Wood Elves,Turn-Based
Total War: WARHAMMER - Realm of the Wood Elves,General
Chariot,Action
Chariot,Platformer
Chariot,2D
R-Type Dimensions,Action
R-Type Dimensions,Miscellaneous
R-Type Dimensions,Shooter
R-Type Dimensions,Shooter
R-Type Dimensions,Compilation
R-Type Dimensions,Shoot-'Em-Up
R-Type Dimensions,Scrolling
R-Type Dimensions,Scrolling
R-Type Dimensions,Vertical
R-Type Dimensions,Horizontal
Pool Paradise,Miscellaneous
Pool Paradise,Parlor
Pool Paradise,Billiards
CT Special Forces 2: Back in the Trenches,Action
CT Special Forces 2: Back in the Trenches,Shooter
CT Special Forces 2: Back in the Trenches,Scrolling
Vegas Tycoon,Strategy
Vegas Tycoon,Tycoon
Vegas Tycoon,Management
Vegas Tycoon,Tycoon
Vegas Tycoon,Business / Tycoon
WWE WrestleMania XIX,Action
WWE WrestleMania XIX,Fighting
WWE WrestleMania XIX,Wrestling
Disney's Extreme Skate Adventure,Sports
Disney's Extreme Skate Adventure,Alternative
Disney's Extreme Skate Adventure,Skateboarding
MLB Slugfest 20-04,Sports
MLB Slugfest 20-04,Traditional
MLB Slugfest 20-04,Baseball
MLB Slugfest 20-04,Arcade
Spider-Man: The Movie,Action
Spider-Man: The Movie,Platformer
Spider-Man: The Movie,3D
Blood Omen 2,Action Adventure
Blood Omen 2,Horror
Knockout Kings 2002,Sports
Knockout Kings 2002,Traditional
Knockout Kings 2002,Boxing
Mega Man X5,Action
Mega Man X5,Platformer
Mega Man X5,2D
Tomb Raider III,Action Adventure
Tomb Raider III,Modern
Endless Ocean: Blue World,Adventure
Endless Ocean: Blue World,General
Endless Ocean: Blue World,General
Endless Ocean: Blue World,3D
Endless Ocean: Blue World,Third-Person
Saints Row: The Third Remastered,Action Adventure
Saints Row: The Third Remastered,Open-World
Half-Minute Hero: Super Mega Neo Climax,Role-Playing
Half-Minute Hero: Super Mega Neo Climax,Action RPG
Half-Minute Hero: Super Mega Neo Climax,Action RPG
Guilty Gear XX Accent Core Plus,Action
Guilty Gear XX Accent Core Plus,Fighting
Guilty Gear XX Accent Core Plus,Fighting
Guilty Gear XX Accent Core Plus,2D
Guilty Gear XX Accent Core Plus,2D
Mario vs. Donkey Kong 2: March of the Minis,Action
Mario vs. Donkey Kong 2: March of the Minis,Platformer
Mario vs. Donkey Kong 2: March of the Minis,Platformer
Mario vs. Donkey Kong 2: March of the Minis,2D
Mario vs. Donkey Kong 2: March of the Minis,2D
Q.U.B.E. 2,Sci-Fi
Q.U.B.E. 2,Action
Q.U.B.E. 2,Shooter
Q.U.B.E. 2,First-Person
Q.U.B.E. 2,Arcade
Star Wars: Battlefront (2004),Action
Star Wars: Battlefront (2004),Shooter
Star Wars: Battlefront (2004),Shooter
Star Wars: Battlefront (2004),First-Person
Star Wars: Battlefront (2004),Sci-Fi
Star Wars: Battlefront (2004),Sci-Fi
Star Wars: Battlefront (2004),Arcade
Unravel Two,Action
Unravel Two,Platformer
Unravel Two,2D
2064: Read Only Memories,General
2064: Read Only Memories,Adventure
2064: Read Only Memories,Point-and-Click
Shadows of the Damned,Action Adventure
Shadows of the Damned,Horror
Shadows of the Damned,Horror
Shadows of the Damned,Survival
Droplitz,Miscellaneous
Droplitz,Puzzle
Droplitz,Puzzle
Droplitz,General
Droplitz,Puzzle
Droplitz,General
Resonance,Adventure
Resonance,General
Resonance,Point-and-Click
SingStar Legends,Miscellaneous
SingStar Legends,Rhythm
SingStar Legends,Music
Dance Dance Revolution Extreme 2,Miscellaneous
Dance Dance Revolution Extreme 2,Rhythm
Dance Dance Revolution Extreme 2,Dancing
The Sims 2: Pets,Simulation
The Sims 2: Pets,Miscellaneous
The Sims 2: Pets,Virtual Life
The Sims 2: Pets,Virtual
The Sims 2: Pets,Virtual Life
Deliver Us The Moon,Adventure
Deliver Us The Moon,General
Hob: The Definitive Edition,Action
Hob: The Definitive Edition,Action Adventure
Hob: The Definitive Edition,General
She Remembered Caterpillars,Puzzle
She Remembered Caterpillars,Action
NBA 2K19,Arcade
NBA 2K19,Sports
NBA 2K19,Team
NBA 2K19,Basketball
NBA 2K19,Sim
Last Day of June,Adventure
Last Day of June,General
Last Day of June,3D
Last Day of June,Third-Person
de Blob 2,Action
de Blob 2,Platformer
de Blob 2,3D
The Elder Scrolls Online: Morrowind,Role-Playing
The Elder Scrolls Online: Morrowind,Massively Multiplayer
Old Man's Journey,Adventure
Old Man's Journey,General
GoD Factory: Wingmen,Simulation
GoD Factory: Wingmen,Sci-Fi
GoD Factory: Wingmen,Space
GoD Factory: Wingmen,Small Spaceship
GoD Factory: Wingmen,Combat
Escape Goat 2,Action
Escape Goat 2,Miscellaneous
Escape Goat 2,Puzzle
Escape Goat 2,Platformer
Escape Goat 2,2D
Saints Row IV,Action Adventure
Saints Row IV,Modern
Saints Row IV,Modern
Saints Row IV,Open-World
Shift Extended,Action
Shift Extended,General
Shift Extended,General
Plain Sight,Action
Plain Sight,General
Plain Sight,Beat-'Em-Up
Plain Sight,3D
Silent Hill 4: The Room,Action Adventure
Silent Hill 4: The Room,Horror
Street Fighter II' Hyper Fighting,Action
Street Fighter II' Hyper Fighting,Fighting
Street Fighter II' Hyper Fighting,Fighting
Street Fighter II' Hyper Fighting,2D
Street Fighter II' Hyper Fighting,2D
Band Hero,Action
Band Hero,Miscellaneous
Band Hero,Rhythm
Band Hero,Music
Band Hero,Music
Spider-Man: The Movie,Action Adventure
Spider-Man: The Movie,Sci-Fi
Geometry Wars: Retro Evolved,Action
Geometry Wars: Retro Evolved,Shooter
Geometry Wars: Retro Evolved,Shooter
Geometry Wars: Retro Evolved,Static
Geometry Wars: Retro Evolved,Static
Geometry Wars: Retro Evolved,Shoot-'Em-Up
Geometry Wars: Retro Evolved,Top-Down
Pokemon Art Academy,Miscellaneous
Pokemon Art Academy,General
Pokemon Art Academy,Edutainment
Green Day: Rock Band,Action
Green Day: Rock Band,Miscellaneous
Green Day: Rock Band,Rhythm
Green Day: Rock Band,Music
Green Day: Rock Band,Music
Call of Cthulhu: Dark Corners of the Earth,Action Adventure
Call of Cthulhu: Dark Corners of the Earth,Horror
Call of Cthulhu: Dark Corners of the Earth,Horror
Call of Cthulhu: Dark Corners of the Earth,Survival
LEGO Star Wars III: The Clone Wars,Action Adventure
LEGO Star Wars III: The Clone Wars,Sci-Fi
LEGO Star Wars III: The Clone Wars,Sci-Fi
LEGO Star Wars III: The Clone Wars,General
Tony Hawk's Downhill Jam,Sports
Tony Hawk's Downhill Jam,Alternative
Tony Hawk's Downhill Jam,Individual
Tony Hawk's Downhill Jam,Skateboarding
Tony Hawk's Downhill Jam,Skateboarding
Tony Hawk's Downhill Jam,Skate / Skateboard
Crysis 3,Action
Crysis 3,Shooter
Crysis 3,Shooter
Crysis 3,First-Person
Crysis 3,Sci-Fi
Crysis 3,Sci-Fi
Crysis 3,Arcade
The Disney Afternoon Collection,Miscellaneous
The Disney Afternoon Collection,Compilation
Tethered,Action
Tethered,General
Pacific Fighters,Simulation
Pacific Fighters,Flight
Pacific Fighters,WWII
Pacific Fighters,WWII
Pacific Fighters,Combat
ITTA,Action Adventure
ITTA,General
Tropico 6,Strategy
Tropico 6,Management
Tropico 6,Government
Hob,Action
Hob,Action Adventure
Hob,General
Master X Master,Strategy
Master X Master,Real-Time
Master X Master,MOBA
Chime Sharp,Puzzle
Chime Sharp,General
Suikoden Tierkreis,Role-Playing
Suikoden Tierkreis,Console-style RPG
Suikoden Tierkreis,Console-style RPG
Suikoden Tierkreis,Japanese-Style
Disney's Extreme Skate Adventure,Sports
Disney's Extreme Skate Adventure,Alternative
Disney's Extreme Skate Adventure,Skateboarding
Devil May Cry 4: Special Edition,Fantasy
Devil May Cry 4: Special Edition,Action Adventure
Devil May Cry 4: Special Edition,General
Devil May Cry 4: Special Edition,Linear
Total War: Rome II,Strategy
Total War: Rome II,Real-Time
Total War: Rome II,Historic
Total War: Rome II,General
Total War: Rome II,Historic
Solatorobo: Red the Hunter,Role-Playing
Solatorobo: Red the Hunter,Action RPG
Solatorobo: Red the Hunter,Action RPG
Wolfenstein: The Old Blood,Action
Wolfenstein: The Old Blood,Shooter
Wolfenstein: The Old Blood,First-Person
Wolfenstein: The Old Blood,Arcade
Bone: The Great Cow Race,Adventure
Bone: The Great Cow Race,3D
Bone: The Great Cow Race,Fantasy
Bone: The Great Cow Race,Third-Person
Strider,Fantasy
Strider,Action Adventure
Strider,General
Strider,Fantasy
WRC 8 FIA World Rally Championship,Racing
WRC 8 FIA World Rally Championship,Arcade
WRC 8 FIA World Rally Championship,Automobile
Dead or Alive 5,Action
Dead or Alive 5,Fighting
Dead or Alive 5,Fighting
Dead or Alive 5,3D
Dead or Alive 5,3D
Knights in the Nightmare,Strategy
Knights in the Nightmare,Real-Time
Knights in the Nightmare,Fantasy
Knights in the Nightmare,General
Knights in the Nightmare,Fantasy
Aion,Role-Playing
Aion,Massively Multiplayer Online
Aion,Massively Multiplayer
Aion,Fantasy
Aion,Fantasy
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Adventure
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Point-and-Click
10 Second Ninja X,Action
10 Second Ninja X,Platformer
10 Second Ninja X,2D
Major League Baseball 2K10,Sports
Major League Baseball 2K10,Traditional
Major League Baseball 2K10,Team
Major League Baseball 2K10,Baseball
Major League Baseball 2K10,Sim
Major League Baseball 2K10,Sim
Pirates of the Burning Sea,Role-Playing
Pirates of the Burning Sea,Massively Multiplayer Online
Pirates of the Burning Sea,Massively Multiplayer
Pirates of the Burning Sea,Historic
Tales of Phantasia,Role-Playing
Tales of Phantasia,Console-style RPG
The Bigs 2,Sports
The Bigs 2,Traditional
The Bigs 2,Team
The Bigs 2,Baseball
The Bigs 2,Arcade
The Bigs 2,Arcade
Minoria,Adventure
Minoria,General
Carrion,Action
Carrion,Platformer
Carrion,2D
Truberbrook,Adventure
Truberbrook,General
Grand Kingdom,Strategy
Grand Kingdom,Turn-Based
Grand Kingdom,Tactics
Luckslinger,Action
Luckslinger,Platformer
Luckslinger,3D
LEGO Harry Potter: Years 5-7,Action Adventure
LEGO Harry Potter: Years 5-7,Fantasy
LEGO Harry Potter: Years 5-7,General
LEGO Harry Potter: Years 5-7,Fantasy
Heroes of the Pacific,Simulation
Heroes of the Pacific,Flight
Heroes of the Pacific,WWII
Heroes of the Pacific,WWII
Heroes of the Pacific,Combat
Dead or Alive 6,Action
Dead or Alive 6,Fighting
Dead or Alive 6,3D
Gradius Collection,Miscellaneous
Gradius Collection,Compilation
Gradius Collection,Compilation
Creature in the Well,Action Adventure
Creature in the Well,General
SoulCalibur II HD Online,Fighting
SoulCalibur II HD Online,3D
SoulCalibur II HD Online,Action
SoulCalibur II HD Online,Fighting
SoulCalibur II HD Online,3D
Brothers in Arms: Hell's Highway,Action
Brothers in Arms: Hell's Highway,Shooter
Brothers in Arms: Hell's Highway,Shooter
Brothers in Arms: Hell's Highway,First-Person
Brothers in Arms: Hell's Highway,Historic
Brothers in Arms: Hell's Highway,Historic
Brothers in Arms: Hell's Highway,Arcade
Peggle Nights,Miscellaneous
Peggle Nights,Puzzle
Peggle Nights,Action
Peggle Nights,Puzzle
Peggle Nights,Puzzle
Peggle Nights,Action
Call of Juarez: Gunslinger,Action
Call of Juarez: Gunslinger,Shooter
Call of Juarez: Gunslinger,Shooter
Call of Juarez: Gunslinger,First-Person
Call of Juarez: Gunslinger,Historic
Call of Juarez: Gunslinger,Historic
Call of Juarez: Gunslinger,Arcade
Obduction,Adventure
Obduction,3D
Obduction,First-Person
Ratchet & Clank: Into the Nexus,Action
Ratchet & Clank: Into the Nexus,Platformer
Ratchet & Clank: Into the Nexus,Platformer
Ratchet & Clank: Into the Nexus,3D
Ratchet & Clank: Into the Nexus,3D
